,trial,n,r,order,SNR,mode,alpha,sampling,tolerance,time,rel_error,revealed,post_als_rel_error
196,6,50,8,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.8481444930657744,0.0018567790638878,0.22496,0.035367649630481
197,7,50,8,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.867222229018808,0.0057250175851854,0.23896,0.0274432279716727
198,8,50,8,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.8498103618621824,0.0053774944353059,0.22496,0.0368848161808559
199,9,50,8,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.8502695439383388,0.0018114089564249,0.22496,0.0377774455138658
200,0,50,4,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.0592746157199144,0.0031384828390797,0.16848,0.0388002755904652
201,1,50,4,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.0080631654709578,0.0013029786914943,0.15448,0.0358546803986239
202,2,50,4,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.0052127074450254,0.0013989768650135,0.15448,0.0340940456168921
203,3,50,4,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.052058432251215,0.0009485880347663,0.16848,0.033335903938397
204,4,50,4,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.0128692835569382,0.0010081496018072,0.15448,0.0370886872666363
205,5,50,4,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.0163646638393402,6.290508543692617e-06,0.15448,0.0344365219352269
206,6,50,4,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.0624164137989285,0.0026554613896778,0.16848,0.0348758603584002
207,7,50,4,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.0143519267439842,0.0039235315336671,0.15448,0.0365349071866117
208,8,50,4,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.060484470799565,0.0010462602496312,0.16848,0.0387255035950478
209,9,50,4,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.0137665010988712,0.002885222072405,0.15448,0.0357168833942992
210,0,50,6,3,inf,seq,1.0,"[0.1, 0.1]",0.001,3.289796618744731,5.745642574717186,0.1998,5.488699254674883
211,1,50,6,3,inf,seq,1.0,"[0.1, 0.1]",0.001,3.2980982745066285,4.400515006102991,0.1998,4.254847352744258
212,2,50,6,3,inf,seq,1.0,"[0.1, 0.1]",0.001,3.275160677731037,5.559658385534379,0.1998,5.351680575252992
213,3,50,6,3,inf,seq,1.0,"[0.1, 0.1]",0.001,3.2757016541436315,3.4876982305586,0.1998,3.4055990782653707
214,4,50,6,3,inf,seq,1.0,"[0.1, 0.1]",0.001,3.2562342202290893,12.794528199013008,0.1998,12.75883715456912
215,5,50,6,3,inf,seq,1.0,"[0.1, 0.1]",0.001,3.2817462533712387,9.765172745221834,0.1998,9.654121746077363
216,6,50,6,3,inf,seq,1.0,"[0.1, 0.1]",0.001,3.271351270377636,8.758832385920476,0.1998,7.518851072686642
217,7,50,6,3,inf,seq,1.0,"[0.1, 0.1]",0.001,3.2614902602508664,6.330658435972021,0.1998,6.286637745553192
218,8,50,6,3,inf,seq,1.0,"[0.1, 0.1]",0.001,3.2722873901948333,5.245052608395744,0.1998,5.175233949912808
219,9,50,6,3,inf,seq,1.0,"[0.1, 0.1]",0.001,3.273178994655609,476.395740963208,0.1998,476.3934931455345
230,0,50,8,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.920427442528308,0.0051862063817207,0.22496,0.0428228275588054
231,1,50,8,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.9203981878235936,0.0035514681215692,0.22496,0.032593412949727
232,2,50,8,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.9246597588062289,0.0038615030832475,0.22496,0.0335259739533133
233,3,50,8,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.8879940826445816,0.0040288970684411,0.21096,0.0320790057211783
234,4,50,8,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.9364042477682235,0.0025218104756002,0.22496,0.0437923042547469
235,5,50,8,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.9689779821783304,0.0028438129191508,0.23896,0.0377643118524311
236,6,50,8,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.9486713791266084,0.0026656889530475,0.22496,0.0392844916058629
237,7,50,8,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.960195444524288,0.0051554025706815,0.23896,0.0353575277936964
238,8,50,8,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.9424943728372448,0.0044224719517874,0.22496,0.0392732663726285
239,9,50,8,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.9185937521979213,0.002583047131037,0.22496,0.0374869597103001
240,0,50,4,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.0490794386714697,0.0030078421490003,0.15448,0.0349337870081204
241,1,50,4,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.0639979913830755,0.0039233929121676,0.16848,0.0378805909725413
242,2,50,4,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.065872747451067,0.0032004452424009,0.16848,0.0358249140071691
243,3,50,4,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.0185987912118435,5.2131536830959615e-05,0.15448,0.0393769462232736
244,4,50,4,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.0668802987784147,0.0023931649027282,0.16848,0.0347391048601169
245,5,50,4,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.0653950292617085,0.0009728913975215,0.16848,0.0343075602306651
246,6,50,4,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.0163109228014946,0.0057626556237866,0.15448,0.0422589973681284
247,7,50,4,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.017819056287408,0.0032842654004476,0.15448,0.0368328106662459
248,8,50,4,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.0167662240564823,0.0037875907381071,0.15448,0.0392629281750067
249,9,50,4,3,50.0,seq,1.0,"[0.7, 0.1]",0.001,1.0645588096231222,0.0025653520360664,0.16848,0.0325216471994728
270,0,50,6,3,inf,seq,1.0,"[0.6, 0.1]",0.001,1.3091296730563045,0.0046577951559085,0.18296,0.0387725072423708
271,1,50,6,3,inf,seq,1.0,"[0.6, 0.1]",0.001,1.38229966070503,0.004027318540735,0.18296,0.0456578203724305
272,2,50,6,3,inf,seq,1.0,"[0.6, 0.1]",0.001,1.4853494055569172,0.0028352472160491,0.19496,0.0419341795349513
273,3,50,6,3,inf,seq,1.0,"[0.6, 0.1]",0.001,1.38945000898093,0.0017980293318375,0.18296,0.0348254826980569
274,4,50,6,3,inf,seq,1.0,"[0.6, 0.1]",0.001,1.3347098855301738,0.0028048584232116,0.18296,0.0456787972814471
275,5,50,6,3,inf,seq,1.0,"[0.6, 0.1]",0.001,1.58136104978621,0.0031064571791516,0.18296,0.0359269093979551
276,6,50,6,3,inf,seq,1.0,"[0.6, 0.1]",0.001,1.344912622123957,0.0024027769259029,0.18296,0.0313289517230273
277,7,50,6,3,inf,seq,1.0,"[0.6, 0.1]",0.001,1.3250573510304091,0.0033085535459501,0.18296,0.0577192770539635
278,8,50,6,3,inf,seq,1.0,"[0.6, 0.1]",0.001,1.2619603984057903,0.0036697848684669,0.18296,0.0405636594172452
279,9,50,6,3,inf,seq,1.0,"[0.6, 0.1]",0.001,1.2763350494205952,0.0021062982375824,0.18296,0.0539531238647298
280,0,50,6,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.8110078200697897,0.0046924349014388,0.19448,0.0408657390993874
281,1,50,6,3,inf,seq,1.0,"[0.8, 0.1]",0.001,2.37227373290807,0.002547924419368,0.21048,0.0495009873619096
282,2,50,6,3,inf,seq,1.0,"[0.8, 0.1]",0.001,2.002131420187652,0.0021658879674852,0.21048,0.0389867218232059
283,3,50,6,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.488801690749824,0.0009530749488457,0.21048,0.0581118902406646
284,4,50,6,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.8948539812117813,0.0007468321184531,0.21048,0.0444517129987307
285,5,50,6,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.8582347957417369,0.0039693324962145,0.21048,0.0577456164171837
286,6,50,6,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.725367359817028,0.0011010667866222,0.21048,0.0370038601970216
287,7,50,6,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.5141505477949977,0.0018234664841028,0.21048,0.0414660922724091
288,8,50,6,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.4140749471262095,0.0040790613072062,0.21048,0.0481066947186518
289,9,50,6,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.2487387312576177,0.0032725657726089,0.22648,0.037379116124003
290,0,50,6,3,inf,seq,1.0,"[0.3, 0.1]",0.001,1.4035981241613626,0.0013559164733629,0.14168,0.0447088964744009
291,1,50,6,3,inf,seq,1.0,"[0.3, 0.1]",0.001,1.5112298792228105,0.0050742828467156,0.14768,0.0432589920525006
292,2,50,6,3,inf,seq,1.0,"[0.3, 0.1]",0.001,1.5910297902300954,0.0057448920641653,0.15368,0.0563406874949538
293,3,50,6,3,inf,seq,1.0,"[0.3, 0.1]",0.001,1.582614733837545,0.0060256965166618,0.15368,0.0397274054499133
294,4,50,6,3,inf,seq,1.0,"[0.3, 0.1]",0.001,1.5108728129416704,0.0053028846202556,0.14768,0.0437198647561543
295,5,50,6,3,inf,seq,1.0,"[0.3, 0.1]",0.001,1.50129752792418,0.0016470526042906,0.14168,0.0358180041071752
296,6,50,6,3,inf,seq,1.0,"[0.3, 0.1]",0.001,1.4527513412758708,0.0038778767573196,0.14168,0.0390043348082505
297,7,50,6,3,inf,seq,1.0,"[0.3, 0.1]",0.001,1.5006644101813436,0.0033285191077652,0.14768,0.0416297974744457
298,8,50,6,3,inf,seq,1.0,"[0.3, 0.1]",0.001,1.4197822092100978,0.00082670837426,0.14168,0.0440249992423886
299,9,50,6,3,inf,seq,1.0,"[0.3, 0.1]",0.001,1.496084364131093,0.0073701019346282,0.15368,0.0503203280001853
300,0,50,4,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.17174356803298,0.0011979193220945,0.17832,0.0346612535541317
301,1,50,4,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.11887763813138,2.039605253904248e-15,0.16232,0.0373560045414339
302,2,50,4,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.1556303156539798,0.0009979664318942,0.16232,0.0363155525496647
303,3,50,4,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.174158450216055,0.0021160035603808,0.17832,0.0361058266713935
304,4,50,4,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.1510650226846335,0.0038321298159264,0.17832,0.0352684831227184
305,5,50,4,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.1312532518059015,2.658055214285348e-15,0.16232,0.0310579744424853
306,6,50,4,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.1017876891419291,0.0031568546010076,0.16232,0.0369661814320414
307,7,50,4,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.1047790748998525,0.0034459484365311,0.16232,0.0404807813755797
308,8,50,4,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.12472009845078,0.0013812122388217,0.16232,0.034545766454002
309,9,50,4,3,inf,seq,1.0,"[0.8, 0.1]",0.001,1.1058340482413769,0.0006017790436457,0.16232,0.0382454468583865
310,0,50,4,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.017323849722743,0.000291229709522,0.15448,0.028543849822376
311,1,50,4,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.105503724887967,0.0035276228603281,0.18248,0.0376339966727424
312,2,50,4,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.054434958845377,0.0054995342601641,0.16848,0.0336671808161208
313,3,50,4,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.1072230227291584,0.0045484042593325,0.18248,0.0364860879870199
314,4,50,4,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.1063645891845226,0.0027124262012301,0.18248,0.0309886336278802
315,5,50,4,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.0029850527644155,0.0003615573451899,0.15448,0.034878720657798
316,6,50,4,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.0107529405504465,0.0056350887944513,0.15448,0.0307778749642625
317,7,50,4,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.0634716879576445,0.0010032102024201,0.16848,0.0386279793483584
318,8,50,4,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.0621451530605557,0.0025961571653769,0.16848,0.0378008432736107
319,9,50,4,3,40.0,seq,1.0,"[0.7, 0.1]",0.001,1.0613371916115284,0.0024605456991208,0.16848,0.046163934542655
340,0,50,8,3,inf,seq,1.0,"[0.4, 0.1]",0.001,1.5880344891920686,0.0064135497192713,0.18792,0.0353287275538239
341,1,50,8,3,inf,seq,1.0,"[0.4, 0.1]",0.001,1.516445872373879,0.0039946477240564,0.17992,0.0397945581165824
342,2,50,8,3,inf,seq,1.0,"[0.4, 0.1]",0.001,1.5011802790686488,0.0033474002861813,0.17992,0.038911652311509
343,3,50,8,3,inf,seq,1.0,"[0.4, 0.1]",0.001,1.571797457523644,0.0045771150741122,0.18792,0.0324000674414233
344,4,50,8,3,inf,seq,1.0,"[0.4, 0.1]",0.001,1.6133074145764112,0.0065611894397816,0.19592,0.0316166130195801
345,5,50,8,3,inf,seq,1.0,"[0.4, 0.1]",0.001,1.4923739293590188,0.0049482042468633,0.17992,0.0359260148592858
346,6,50,8,3,inf,seq,1.0,"[0.4, 0.1]",0.001,1.5669051511213183,0.0056411184438522,0.18792,0.0385278724085358
347,7,50,8,3,inf,seq,1.0,"[0.4, 0.1]",0.001,1.5361712062731383,0.003526658925654,0.17992,0.0279485304177722
348,8,50,8,3,inf,seq,1.0,"[0.4, 0.1]",0.001,1.5241069765761497,0.0049376363478053,0.17192,0.0362611848066432
349,9,50,8,3,inf,seq,1.0,"[0.4, 0.1]",0.001,1.5008373400196433,0.0049815708024677,0.18792,0.0461652526649038
350,0,50,8,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.866627210751176,0.0049322567439856,0.22496,0.0381709814337703
351,1,50,8,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.88840189948678,0.002950873371677,0.22496,0.0391593544547164
352,2,50,8,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.8684616442769768,0.0060204205119712,0.22496,0.0322480690098889
353,3,50,8,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.896567950956524,0.0029513753415738,0.22496,0.0309084799791359
354,4,50,8,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.8904640721157195,0.0020288247040027,0.22496,0.0354190972349155
355,5,50,8,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.878676572814584,0.0009855153513282,0.22496,0.0326595774323286
356,6,50,8,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.9245490739122035,0.0039560975258894,0.23896,0.0315819357303071
357,7,50,8,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.891996550373733,0.0035371351715578,0.22496,0.0361238521718402
358,8,50,8,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.885204941034317,0.0015247863314973,0.22496,0.029202628293805
359,9,50,8,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.9068917343392968,0.0031310371622796,0.23896,0.0298548738527294
360,0,50,4,3,30.0,seq,1.0,"[0.7, 0.1]",0.001,1.0219820961356163,0.002668938056662,0.15448,0.0362871698556083
361,1,50,4,3,30.0,seq,1.0,"[0.7, 0.1]",0.001,1.2044297456741333,0.0096079090308334,0.21048,0.0362910868049397
362,2,50,4,3,30.0,seq,1.0,"[0.7, 0.1]",0.001,1.0578181743621826,0.0041362173128378,0.16848,0.0403519334939112
363,3,50,4,3,30.0,seq,1.0,"[0.7, 0.1]",0.001,1.0680608991533518,0.002313633358954,0.16848,0.0357060366054692
364,4,50,4,3,30.0,seq,1.0,"[0.7, 0.1]",0.001,1.1093063838779926,0.0088954464653091,0.18248,0.0386137127804702
365,5,50,4,3,30.0,seq,1.0,"[0.7, 0.1]",0.001,1.0204720757901669,0.006955054544972,0.15448,0.035755536881919
366,6,50,4,3,30.0,seq,1.0,"[0.7, 0.1]",0.001,1.0187286343425512,0.0064276609517626,0.15448,0.0359179207198881
367,7,50,4,3,30.0,seq,1.0,"[0.7, 0.1]",0.001,1.066774247214198,0.0063866077427349,0.16848,0.0353855131720713
368,8,50,4,3,30.0,seq,1.0,"[0.7, 0.1]",0.001,1.065693236887455,0.0047453312842019,0.16848,0.0342923904906199
369,9,50,4,3,30.0,seq,1.0,"[0.7, 0.1]",0.001,1.06499326787889,0.0056065460569692,0.16848,0.0383763239475288
370,0,50,8,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.3848893688991666,0.0021457150992511,0.1896,0.0462849094990827
371,1,50,8,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.4007395915687084,0.0034106512004449,0.1996,0.0409919454303005
372,2,50,8,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.3540103398263454,0.0023702905246217,0.1896,0.0450238902659909
373,3,50,8,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.357996128499508,0.0009953885495834,0.1896,0.0328106827083267
374,4,50,8,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.417569008655846,0.0049031263781416,0.1996,0.0394880690708633
375,5,50,8,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.425095397979021,0.0054872188921883,0.1996,0.0329747193851961
376,6,50,8,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.4454468013718724,0.0041419814025218,0.2096,0.0437164734305288
377,7,50,8,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.3538969224318862,0.0055370225771534,0.1896,0.0310065674780778
378,8,50,8,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.4156426526606083,0.0039257643229738,0.1996,0.0401569794170759
379,9,50,8,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.391470200382173,0.0038334418886422,0.1896,0.0361808092089231
390,0,50,6,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.2780399285256863,3.30371461097046,0.138768,2.9692828141730176
391,1,50,6,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.26393782813102,21.75320470330085,0.138768,21.558735981389383
392,2,50,6,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.271482201293111,8.635914682899974,0.138768,8.18655604273493
393,3,50,6,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.2839520210400224,4.617133443788362,0.138768,4.116623474098574
394,4,50,6,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.267371867783368,11.911887622557956,0.138768,11.481431422678233
395,5,50,6,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.2574865520000458,105.5795551536883,0.138768,105.56954464832192
396,6,50,6,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.2736903512850404,1.7276171307213553,0.138768,1.2454697864315591
397,7,50,6,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.2719547441229224,93.67278630234162,0.138768,93.66610181068474
398,8,50,6,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.2760719042271376,4.480178295695943,0.138768,3.783636185231316
399,9,50,6,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.2696333788335323,9.769570333555196,0.138768,9.68633645042224
400,0,50,6,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.7424413301050663,0.0012169841635582,0.1692,0.037672663096608
401,1,50,6,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.5110264588147402,0.0033781684716019,0.1692,0.057331329623823
402,2,50,6,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.4472358040511608,0.0049746003916125,0.1592,0.0330024341577217
403,3,50,6,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.505558836273849,0.0010718990245558,0.1692,0.0382738454890445
404,4,50,6,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.535810030065477,0.0024795656345214,0.1692,0.0467905238770871
405,5,50,6,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.5091008469462397,0.0021161378059822,0.1692,0.0352232885148283
406,6,50,6,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.47686820756644,0.001178780024658,0.1692,0.0359659453757851
407,7,50,6,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.4850109815597534,0.0026016057699352,0.1692,0.0488615361107686
408,8,50,6,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.4272667113691568,0.0014709909169211,0.1692,0.0388262123111951
409,9,50,6,3,inf,seq,1.0,"[0.5, 0.1]",0.001,1.365648226812482,0.000148634911458,0.1592,0.0430422206296481
420,0,50,4,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2029406437650323,0.0039929821650978,0.15448,0.0362239194833983
421,1,50,4,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.1733819292858243,0.0017524803608757,0.15448,0.0382641456154288
422,2,50,4,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.3072897950187323,0.0065080819427483,0.16848,0.0363901436679655
423,3,50,4,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.273644003085792,0.0025566568258335,0.15448,0.0316821884018021
424,4,50,4,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2516351770609615,0.0042972503378698,0.16848,0.0335684858347516
425,5,50,4,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2100274851545691,0.0054388984144279,0.16848,0.0302525155845663
426,6,50,4,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2153598768636584,0.0011283052493124,0.16848,0.0336004716850007
427,7,50,4,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.107698225416243,0.0024868866022769,0.15448,0.0348441636539692
428,8,50,4,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2171359481289985,0.0021707911934119,0.15448,0.0321440508301937
429,9,50,4,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2702100332826376,0.0046506527826245,0.16848,0.0338752348678366
450,0,50,4,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.553395174443722,1844.9256169887915,0.8022,1844.8845523159769
451,1,50,4,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.609820131212473,13.829256851578435,0.8022,11.5909167365567
452,2,50,4,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.60816958360374,46.70922986869289,0.8022,45.47852718658264
453,3,50,4,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.6468263156712055,14.567552069373653,0.8022,14.048140394701605
454,4,50,4,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.650717109441757,27.688003112570573,0.8022,27.223974398263223
455,5,50,4,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.509858947247267,24.233517002023014,0.8022,23.352393669789457
456,6,50,4,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.563202375546098,25.95661663181982,0.8022,24.900363496209675
457,7,50,4,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.629954122006893,47.66774276807348,0.8022,46.99537295058883
458,8,50,4,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.582630576565862,49.67494987354272,0.8022,48.93905445784743
459,9,50,4,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.52170224301517,21.541413863573613,0.8022,18.464155283395865
460,0,50,6,3,inf,seq,1.0,"[0.2, 0.1]",0.001,1.8911322159692645,0.007788325288535,0.13592,0.0408609069867904
461,1,50,6,3,inf,seq,1.0,"[0.2, 0.1]",0.001,1.6159677216783166,0.0070172492368409,0.13192,0.0403287846325769
462,2,50,6,3,inf,seq,1.0,"[0.2, 0.1]",0.001,1.6055194279178977,0.0052635670119003,0.13192,0.0397315386204449
463,3,50,6,3,inf,seq,1.0,"[0.2, 0.1]",0.001,1.6137616140767932,0.0061688893637505,0.13192,0.0397632001123214
464,4,50,6,3,inf,seq,1.0,"[0.2, 0.1]",0.001,1.996932850219309,0.010554271696862,0.13592,0.0419100964151447
465,5,50,6,3,inf,seq,1.0,"[0.2, 0.1]",0.001,1.9679060485213995,0.0091736137715179,0.13992,0.0429763717650712
466,6,50,6,3,inf,seq,1.0,"[0.2, 0.1]",0.001,1.5728117572143674,0.0069571181049438,0.13192,0.0352966954259896
467,7,50,6,3,inf,seq,1.0,"[0.2, 0.1]",0.001,1.2202092548832295,0.005360689064838,0.12792,0.0437448850263958
468,8,50,6,3,inf,seq,1.0,"[0.2, 0.1]",0.001,1.2552632493898273,0.0058414748401629,0.13192,0.0497316031461086
469,9,50,6,3,inf,seq,1.0,"[0.2, 0.1]",0.001,1.3155462369322777,0.0065354462430842,0.13592,0.034395391900458
470,0,50,8,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.288635821081698,0.0050704804811225,0.22496,0.036878729635894
471,1,50,8,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2846922082826495,0.0015383436657312,0.22496,0.0298374578380235
472,2,50,8,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2825651802122593,0.0049202162196598,0.22496,0.0376491571303016
473,3,50,8,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.283191562630236,0.0028520034782917,0.22496,0.0304992665915918
474,4,50,8,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2848286256194117,0.0014554681106832,0.22496,0.0345934176247861
475,5,50,8,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2867612857371569,0.0059440989138202,0.22496,0.0380908201110837
476,6,50,8,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2833185195922852,0.004471104210706,0.22496,0.0404481116185851
477,7,50,8,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2802115911617875,0.0039348458443091,0.22496,0.0338050491398685
478,8,50,8,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2788837607949972,0.0008105584807027,0.22496,0.0287899095611624
479,9,50,8,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2792451102286575,0.0026517553777312,0.22496,0.0284265316968998
490,0,50,6,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.1525378823280334,8.951201932831433e-06,0.18272,0.0384809630058896
491,1,50,6,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.2556373048573732,0.0027038034645176,0.21072,0.0469130251387924
492,2,50,6,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.195462318137288,0.0044521733876963,0.19672,0.0474333265710325
493,3,50,6,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.156394138932228,0.0007371136989131,0.18272,0.0453494115698124
494,4,50,6,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.2523266971111298,0.0014480272697517,0.21072,0.0383440765179043
495,5,50,6,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.159113256260753,1.4458749453991776e-05,0.18272,0.0457458794391754
496,6,50,6,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.208388827741146,0.0045619841613727,0.19672,0.0358042363734478
497,7,50,6,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.2112121153622866,0.0018828812273698,0.19672,0.040940756285659
498,8,50,6,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.206565560773015,0.0033626854702688,0.19672,0.0408706331140281
499,9,50,6,3,60.0,seq,1.0,"[0.7, 0.1]",0.001,1.1576654091477394,0.0048187318808819,0.18272,0.0516226847699779
500,0,50,6,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.368408054113388,38.81721816881494,0.8022,38.32468365649177
501,1,50,6,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,3.9704381115734577,24.95754279850907,0.8022,22.31882770940713
