,Unnamed: 0,trial,n,r,order,SNR,mode,slices,alpha,beta,delta,gamma,time,adaptive,inner_als,rel_error,matrix budget,total budget,revealed,post_als_rel_error,just_als_rel_error
211,211,1,50,6,3,20.0,deli,2,1.0,0.5,8.0,0.7,0.2958030849695205,True,False,0.1543269158025563,4900,7300,0.0584,0.0549651889352908,0.1621368920763975
212,212,2,50,6,3,20.0,deli,2,1.0,0.5,8.0,0.7,0.2951660118997097,True,False,0.184695316410962,4900,7300,0.0584,0.0797425203554667,0.159055715016395
213,213,3,50,6,3,20.0,deli,2,1.0,0.5,8.0,0.7,0.2957607321441173,True,False,0.1698349991563099,4900,7300,0.0584,0.0870892608382357,0.172827418226436
214,214,4,50,6,3,20.0,deli,2,1.0,0.5,8.0,0.7,0.2982403077185154,True,False,0.2290566320593615,4900,7300,0.0584,0.085605731952398,0.1693500451624621
215,215,5,50,6,3,20.0,deli,2,1.0,0.5,8.0,0.7,0.3048778362572193,True,False,0.1412677944294051,4900,7300,0.0584,0.0569802493585468,0.1478777969031327
216,216,6,50,6,3,20.0,deli,2,1.0,0.5,8.0,0.7,0.2953061796724796,True,False,0.1106138311814206,4900,7300,0.0584,0.0680191762903928,0.1577210505545372
217,217,7,50,6,3,20.0,deli,2,1.0,0.5,8.0,0.7,0.298837635666132,True,False,0.1996436997838307,4900,7300,0.0584,0.0695537099642465,0.1390308656773784
218,218,8,50,6,3,20.0,deli,2,1.0,0.5,8.0,0.7,0.2954895552247762,True,False,0.2348075936719863,4900,7300,0.0584,0.0797641021676976,0.1737649389395184
219,219,9,50,6,3,20.0,deli,2,1.0,0.5,8.0,0.7,0.2953694891184568,True,False,0.1683568714880562,4900,7300,0.0584,0.0928163195451459,0.1589415678164897
220,220,0,50,4,3,40.0,deli,2,1.0,0.5,8.0,0.7,0.1888589598238468,True,False,0.002571381926174,4540,6140,0.04912,0.0002067362453549,0.1523826116072406
221,221,1,50,4,3,40.0,deli,2,1.0,0.5,8.0,0.7,0.1833464074879884,True,False,0.0017918764206173,4540,6140,0.04912,0.0008858904943782,0.1576604306473647
222,222,2,50,4,3,40.0,deli,2,1.0,0.5,8.0,0.7,0.1836787667125463,True,False,0.000881228081383,4540,6140,0.04912,9.795579244595584e-05,0.1669811737535312
223,223,3,50,4,3,40.0,deli,2,1.0,0.5,8.0,0.7,0.1830549575388431,True,False,0.0044702887905599,4540,6140,0.04912,0.0004513499924864,0.1717705147446123
224,224,4,50,4,3,40.0,deli,2,1.0,0.5,8.0,0.7,0.1845114529132843,True,False,0.0013341765736427,4550,6150,0.0492,0.000226002922776,0.1576058239065021
225,225,5,50,4,3,40.0,deli,2,1.0,0.5,8.0,0.7,0.1844551600515842,True,False,0.0002731095944116,4540,6140,0.04912,3.06115620642056e-05,0.1530180244010744
226,226,6,50,4,3,40.0,deli,2,1.0,0.5,8.0,0.7,0.1830302942544222,True,False,0.0012505628212755,4540,6140,0.04912,9.318554969536184e-05,0.1441354326587927
227,227,7,50,4,3,40.0,deli,2,1.0,0.5,8.0,0.7,0.1831292565912008,True,False,0.0008014589809061,4540,6140,0.04912,0.0003229556320571,0.1913764710703333
228,228,8,50,4,3,40.0,deli,2,1.0,0.5,8.0,0.7,0.1830142568796873,True,False,0.0005243877944483,4540,6140,0.04912,7.15553737871767e-05,0.1539817226486613
229,229,9,50,4,3,40.0,deli,2,1.0,0.5,8.0,0.7,0.1846683919429779,True,False,0.0014441389890634,4540,6140,0.04912,0.0001408166042294,0.1577823507847016
230,230,0,50,6,3,10.0,deli,2,1.0,0.5,8.0,0.7,0.4083120170980692,True,False,0.3707520031001297,4900,7300,0.0584,0.1272998435996476,0.1568748220786992
231,231,1,50,6,3,10.0,deli,2,1.0,0.5,8.0,0.7,0.3558407556265592,True,False,0.4618539733504186,4900,7300,0.0584,0.1348714996993783,0.1931954839797596
232,232,2,50,6,3,10.0,deli,2,1.0,0.5,8.0,0.7,0.3485271241515875,True,False,0.7512842081074091,4900,7300,0.0584,0.1238952652234534,0.1776024041301569
233,233,3,50,6,3,10.0,deli,2,1.0,0.5,8.0,0.7,0.3485109694302082,True,False,1.0005771761279525,4900,7300,0.0584,0.1490239889425943,0.1878427084210989
234,234,4,50,6,3,10.0,deli,2,1.0,0.5,8.0,0.7,0.3548885099589824,True,False,0.3176626080504832,4900,7300,0.0584,0.1087019251710583,0.1450031002016127
235,235,5,50,6,3,10.0,deli,2,1.0,0.5,8.0,0.7,0.3560978434979915,True,False,0.3475744912226679,4900,7300,0.0584,0.1189198680286316,0.1772430262592224
236,236,6,50,6,3,10.0,deli,2,1.0,0.5,8.0,0.7,0.3564668800681829,True,False,0.5119795946647644,4900,7300,0.0584,0.1070809399966131,0.158303335545969
237,237,7,50,6,3,10.0,deli,2,1.0,0.5,8.0,0.7,0.3586368672549724,True,False,0.4415231692302971,4900,7300,0.0584,0.111229821462637,0.1670749091744678
238,238,8,50,6,3,10.0,deli,2,1.0,0.5,8.0,0.7,0.3524642512202263,True,False,0.4870376468824524,4900,7300,0.0584,0.1273002804111905,0.163424004295562
239,239,9,50,6,3,10.0,deli,2,1.0,0.5,8.0,0.7,0.3545943442732095,True,False,0.3216602055498687,4900,7300,0.0584,0.1265527154901525,0.1662900075249716
