,trial,n,r,order,SNR,mode,slices,alpha,beta,delta,gamma,time,adaptive,inner_als,rel_error,matrix budget,total budget,revealed,post_als_rel_error,just_als_rel_error
369,9,100,15,4,inf,deli,2,2.0,0.5,8.0,0.6,431.0896006524563,True,False,0.0060153514175622,6000,35739,0.00035739,0.002245007238314,0.1175159666061773
370,0,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,601.3755006119609,False,False,0.1095361387791819,2000,27951,0.00027951,0.0193420073576417,0.1240563769803505
371,1,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,621.810280431062,False,False,0.188408995818935,2000,27945,0.00027945,0.0307365883279378,0.1206846419752044
372,2,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,585.9360261783004,False,False,0.4497426924109826,2000,27950,0.0002795,0.047102116762277,0.120969649975489
373,3,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,464.85853251442313,False,False,0.168911390248437,2000,27947,0.00027947,0.0280757046122176,0.1194320550920534
374,4,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,611.966888371855,False,False,0.4248681767968884,2000,27952,0.00027952,0.0334058549178916,0.1201016266539561
375,5,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,622.3992344625294,False,False,0.1611153045480132,2000,27952,0.00027952,0.0373868058847787,0.1169351940916699
376,6,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,320.0128166805953,False,False,0.6345833790468887,2000,27952,0.00027952,0.0447710061815266,0.1224800043938753
377,7,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,619.3343314807862,False,False,0.2289797771630811,2000,27951,0.00027951,0.0429122016079247,0.1188736034169996
378,8,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,350.09004539065063,False,False,2.074299282800868,2000,27957,0.00027957,0.0575947477766591,0.1208241969565485
379,9,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,626.3004305679351,False,False,0.988981608293161,2000,27949,0.00027949,0.0597186677691543,0.1106656163434915
380,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.3,374.01231419853866,True,False,0.0038871446977483,3000,13937,0.00013937,0.0010975772193839,0.1155459360362623
381,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.3,375.79250805079937,True,False,0.060449075948464,3000,13938,0.00013938,0.0189249075100113,0.1172922767441785
382,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.3,377.5303115034476,True,False,0.0794884170473732,3000,13941,0.00013941,0.0170763590067187,0.1127713971852743
383,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.3,375.8936553541571,True,False,0.0131097706698585,3000,13937,0.00013937,0.0046745637512571,0.1125469450325521
384,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.3,375.69806733354926,True,False,0.1393896205612271,3000,13940,0.0001394,0.0153192880274595,0.1108363769491953
385,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.3,377.1615374265239,True,False,0.2686890535198785,3000,13930,0.0001393,0.0057714026941536,0.1115518138713851
386,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.3,375.7853665826842,True,False,0.1379284266639016,3000,13936,0.00013936,0.0067579114154201,0.1122633757639044
387,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.3,376.5601976867765,True,False,0.1765710602598652,3000,13930,0.0001393,0.0329756451207365,0.1196624080053181
388,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.3,379.3960579363629,True,False,0.0333546405139133,3000,13928,0.00013928,0.0162850691114877,0.1187060633304168
389,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.3,376.8754800064489,True,False,0.3000429394298423,3000,13934,0.00013934,0.010333716005565,0.1139811882697557
390,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.2,377.82470350153744,True,False,0.0391454297265577,2000,11946,0.00011946,0.015815359298244,0.115448870412516
391,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.2,378.0139908157289,True,False,0.0591861514879798,2000,11935,0.00011935,0.0180808568128914,0.1094379303286033
392,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.2,298.3817210569978,True,False,0.0811711203952185,2000,11947,0.00011947,0.0363925408105895,0.110526363020493
393,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.2,332.82196176517755,True,False,0.2671378891068755,2000,11944,0.00011944,0.0534490340261255,0.1146588646477515
394,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.2,316.758838810958,True,False,0.1033810475083866,2000,11942,0.00011942,0.0248983676934367,0.1136873262400307
395,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.2,377.9069367367774,True,False,0.0231463424725694,2000,11944,0.00011944,0.0084197730826551,0.1138562151947324
396,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.2,369.4320993674919,True,False,0.066314585543871,2000,11947,0.00011947,0.0149037895025338,0.1103010515583652
397,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.2,345.93808912858367,True,False,0.2452957536806176,2000,11940,0.0001194,0.0371881061038338,0.1125327531016982
398,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.2,378.80110208224505,True,False,0.143686129080191,2000,11939,0.00011939,0.0572946875397148,0.1117788415493341
399,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.2,226.4397910479456,True,False,1.482287213481758,2000,11942,0.00011942,0.0411540069897432,0.1149961657483457
400,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,487.43769505247474,True,False,0.0032184826571911,6000,19907,0.00019907,0.0008471522290264,0.1124173309660833
401,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,484.0349411014468,True,False,0.0272173683620713,6000,19909,0.00019909,0.010018622989597,0.1104052875300406
402,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,411.85596372000873,True,False,0.0005237746039355,6000,19920,0.0001992,0.0001101076603226,0.1117809959148862
403,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,481.85795237123966,True,False,0.0037100492947006,6000,19917,0.00019917,0.000850169428258,0.1148441950109085
404,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,489.7965666130185,True,False,0.0121571594195447,6000,19904,0.00019904,0.0025123578354708,0.1148950685274702
405,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,488.5322524346411,True,False,0.0077501588235018,6000,19907,0.00019907,0.0023003333893807,0.1173873003376567
406,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,485.6975302360952,True,False,0.0019879697934821,6000,19913,0.00019913,0.0010264462113092,0.1169454461977935
407,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,490.3403575774282,True,False,0.0030951950707991,6000,19922,0.00019922,0.0008911829162521,0.1176253847141684
408,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,410.739573892206,True,False,0.0004054300576287,6000,19908,0.00019908,0.0001205833146187,0.1196997150817664
409,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,484.3651774674654,True,False,0.0016361137112519,6000,19909,0.00019909,0.0008784978018475,0.1094233280675713
410,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,328.7743723988533,False,False,0.0018633106245905,7000,21945,0.00021945,0.0003347333430867,0.113024732786931
411,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,333.32492711022496,False,False,0.0002790649610393,7000,21950,0.0002195,0.0001045623765606,0.1146331261345911
412,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,366.4775524921715,False,False,0.0170205899524268,7000,21952,0.00021952,0.0016601695625825,0.1119960185543381
413,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,326.7512162588537,False,False,0.0005016506052717,7000,21939,0.00021939,7.283050696638683e-05,0.1153200901763019
414,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,327.29803013429046,False,False,0.000285759040245,7000,21962,0.00021962,5.810030209306207e-05,0.1146174956226869
415,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,363.0462143681944,False,False,0.0009199287782145,7000,21935,0.00021935,0.0003443563643872,0.1111375261136936
416,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,326.4741071537137,False,False,0.0030292681515007,7000,21943,0.00021943,0.000454013098838,0.1082289640930561
417,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,364.25019071251154,False,False,0.0007301687566904,7000,21945,0.00021945,0.0003153011238946,0.1137036163114036
418,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,364.9582647308707,False,False,0.0022932844902075,7000,21926,0.00021926,0.0008475704330768,0.1087010555612448
419,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,362.43596544116735,False,False,0.0005211779692473,7000,21962,0.00021962,0.0001576162468795,0.1142710480871541
420,0,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,412.70986301638186,True,False,0.0065227694156843,6000,27831,0.00027831,0.0010268322497227,0.1251921580031421
421,1,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,411.72813975065947,True,False,0.0016367259878126,6000,27827,0.00027827,0.0005186072293633,0.1156287426607444
422,2,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,409.1453901231289,True,False,0.0371204829725378,6000,27820,0.0002782,0.0010090554679555,0.1226253123603286
423,3,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,408.57516691833735,True,False,0.0108536996063373,6000,27828,0.00027828,0.0026498151334367,0.1233343779554256
424,4,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,414.1141162570566,True,False,0.0107903432210406,6000,27827,0.00027827,0.0024918936514456,0.1201167917887323
425,5,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,354.8780854810029,True,False,0.0004166548055942,6000,27825,0.00027825,0.0001611957859946,0.1240379587211105
426,6,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,412.7371829058975,True,False,0.0105655954625246,6000,27825,0.00027825,0.0015093203621648,0.1162359250318146
427,7,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,414.5053672436625,True,False,0.0092669648840399,6000,27829,0.00027829,0.002238322828141,0.1205726977157068
428,8,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,409.6071481965482,True,False,0.0034918347656261,6000,27815,0.00027815,0.0007172916375734,0.1222573984130175
429,9,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,410.0849129967392,True,False,0.0157035329274694,6000,27828,0.00027828,0.0047680481903911,0.1159633032073137
430,0,100,10,4,inf,deli,2,2.0,0.5,8.0,0.8,441.1614483110607,False,False,0.1343120177588277,8000,31880,0.0003188,0.0209712174048019,0.1221962856967653
431,1,100,10,4,inf,deli,2,2.0,0.5,8.0,0.8,443.83218033611774,False,False,0.0210101919790621,8000,31874,0.00031874,0.0033962335805297,0.1173548213350124
432,2,100,10,4,inf,deli,2,2.0,0.5,8.0,0.8,449.4718774817884,False,False,0.0038593709357798,8000,31868,0.00031868,0.0007994904360337,0.1190494714546659
433,3,100,10,4,inf,deli,2,2.0,0.5,8.0,0.8,449.5537612102926,False,False,0.0388227008857077,8000,31865,0.00031865,0.0017414287728208,0.1180250087613515
434,4,100,10,4,inf,deli,2,2.0,0.5,8.0,0.8,448.61157896369696,False,False,0.0121881379917221,8000,31858,0.00031858,0.0016145754195681,0.1163083627452599
435,5,100,10,4,inf,deli,2,2.0,0.5,8.0,0.8,448.931667894125,False,False,0.0576474610515228,8000,31838,0.00031838,0.0068111153099492,0.1215297446319953
436,6,100,10,4,inf,deli,2,2.0,0.5,8.0,0.8,448.2513553276658,False,False,0.012200176207942,8000,31881,0.00031881,0.004481260196162,0.1094204681639116
437,7,100,10,4,inf,deli,2,2.0,0.5,8.0,0.8,362.0668889582157,False,False,0.0004088243882343,8000,31873,0.00031873,9.188327596010756e-05,0.129442098386766
438,8,100,10,4,inf,deli,2,2.0,0.5,8.0,0.8,447.7744154296816,False,False,0.0030984475176867,8000,31871,0.00031871,0.000473547108751,0.1188080362776102
439,9,100,10,4,inf,deli,2,2.0,0.5,8.0,0.8,446.0794881843031,False,False,0.0081900275838035,8000,31874,0.00031874,0.0029099001145912,0.1203731466668865
440,0,100,15,4,inf,deli,2,2.0,0.5,8.0,0.7,428.2557104611769,True,False,0.0335697968771174,7000,37710,0.0003771,0.0072167914515069,0.1194388765994875
441,1,100,15,4,inf,deli,2,2.0,0.5,8.0,0.7,423.3699086373672,True,False,0.0076677275402978,7000,37718,0.00037718,0.0026405420526149,0.1218722089022177
442,2,100,15,4,inf,deli,2,2.0,0.5,8.0,0.7,423.9187929388136,True,False,0.035406262379775,7000,37725,0.00037725,0.0011124783110386,0.1245437268895997
443,3,100,15,4,inf,deli,2,2.0,0.5,8.0,0.7,420.17792579811066,True,False,0.0219522288854983,7000,37697,0.00037697,0.003684787510391,0.1228464819789984
444,4,100,15,4,inf,deli,2,2.0,0.5,8.0,0.7,424.94936916138977,True,False,0.010092671921311,7000,37712,0.00037712,0.0030496916246957,0.1246201313159422
445,5,100,15,4,inf,deli,2,2.0,0.5,8.0,0.7,424.5576326409355,True,False,0.3121984901465066,7000,37719,0.00037719,0.0302992300935886,0.1205481063142896
446,6,100,15,4,inf,deli,2,2.0,0.5,8.0,0.7,423.53170959465206,True,False,0.2845982998169709,7000,37714,0.00037714,0.0043470373823315,0.1222044041788708
447,7,100,15,4,inf,deli,2,2.0,0.5,8.0,0.7,423.5068458421156,True,False,0.0060127689569094,7000,37727,0.00037727,0.0016784293183142,0.1223869768988584
448,8,100,15,4,inf,deli,2,2.0,0.5,8.0,0.7,420.1167783653364,True,False,0.0224593056476699,7000,37701,0.00037701,0.0035496458114667,0.1135675313632781
449,9,100,15,4,inf,deli,2,2.0,0.5,8.0,0.7,421.578556845896,True,False,0.0188199733468107,7000,37711,0.00037711,0.0053264098098697,0.1238667590045072
450,0,100,15,4,inf,deli,2,2.0,0.5,8.0,0.4,527.5381442569196,False,False,0.1004138704662816,4000,31891,0.00031891,0.0157010634797701,0.1257310489966183
451,1,100,15,4,inf,deli,2,2.0,0.5,8.0,0.4,528.4048829935491,False,False,0.0368603164935949,4000,31907,0.00031907,0.0084318370937904,0.1221285148751014
452,2,100,15,4,inf,deli,2,2.0,0.5,8.0,0.4,526.1961153969169,False,False,0.0508283058205489,4000,31900,0.000319,0.0097386694569503,0.1261000588480752
453,3,100,15,4,inf,deli,2,2.0,0.5,8.0,0.4,528.8038749918342,False,False,0.0710011525685471,4000,31890,0.0003189,0.0129513848943191,0.1230856803692587
454,4,100,15,4,inf,deli,2,2.0,0.5,8.0,0.4,505.4300458990037,False,False,0.1655705972164928,4000,31911,0.00031911,0.0310471483453493,0.1137720994027701
455,5,100,15,4,inf,deli,2,2.0,0.5,8.0,0.4,508.386123303324,False,False,0.0899500114357016,4000,31921,0.00031921,0.014527593816329,0.1211256141371801
456,6,100,15,4,inf,deli,2,2.0,0.5,8.0,0.4,525.6997914724052,False,False,0.2864638048814065,4000,31883,0.00031883,0.0186729527576932,0.1211282014127469
457,7,100,15,4,inf,deli,2,2.0,0.5,8.0,0.4,529.5450196787715,False,False,0.0317880176709386,4000,31897,0.00031897,0.0088440001559439,0.1177157326798462
458,8,100,15,4,inf,deli,2,2.0,0.5,8.0,0.4,526.2653920724988,False,False,0.091984663911866,4000,31913,0.00031913,0.0130089225203901,0.1245420838919098
459,9,100,15,4,inf,deli,2,2.0,0.5,8.0,0.4,525.9129709079862,False,False,0.022554523314563,4000,31901,0.00031901,0.0061964346568904,0.1190340578319931
460,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,497.4923587553203,True,False,0.0043886657500137,5000,17917,0.00017917,0.0009588340247285,0.1110269090329534
461,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,493.3830742780119,True,False,0.0385338019808072,5000,17915,0.00017915,0.0134906878292519,0.1173385807857895
462,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,496.1437290403992,True,False,0.006359988938392,5000,17918,0.00017918,0.0005675304787977,0.1150672583417726
463,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,497.2418130561709,True,False,0.0878580636132128,5000,17917,0.00017917,0.0131839857286147,0.1173471749584485
464,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,414.7806873396039,True,False,0.0007630374547121,5000,17923,0.00017923,0.0001717715652032,0.1069454615820006
465,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,490.3008533716202,True,False,0.0271141230527843,5000,17922,0.00017922,0.0044122059525363,0.1104864964871124
466,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,482.9971820060164,True,False,0.001562188290167,5000,17919,0.00017919,0.0005404782969189,0.1156365184350309
467,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,416.7439095489681,True,False,0.0041799298650432,5000,17914,0.00017914,0.0006137493805633,0.115688873653828
468,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,498.79481199756265,True,False,0.0047648604251566,5000,17913,0.00017913,0.0011721667884562,0.1178303409263677
469,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,494.2730126958341,True,False,0.0047087157246178,5000,17925,0.00017925,0.0005226298797687,0.1045612322584857
470,0,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,414.5424288529903,True,False,0.1282028114551259,3000,21877,0.00021877,0.033619461509061,0.1193751240130436
471,1,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,420.5642336439341,True,False,0.2249946916129606,3000,21868,0.00021868,0.0262410394578284,0.1173901052791214
472,2,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,385.34924578666687,True,False,0.0561689210258781,3000,21868,0.00021868,0.0175016861797062,0.1239533722368323
473,3,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,416.50511704571545,True,False,0.1262170615077414,3000,21872,0.00021872,0.0276964429980974,0.1265927191287753
474,4,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,313.4095446970314,True,False,0.456201722737764,3000,21872,0.00021872,0.0316414480147129,0.1259056404268308
475,5,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,313.84389259293675,True,False,0.1902917412241629,3000,21866,0.00021866,0.0173918180663651,0.1186401443275141
476,6,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,418.42610343173146,True,False,0.0358046803179942,3000,21876,0.00021876,0.0101087336939396,0.1214274039076784
477,7,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,405.3885285053402,True,False,0.1469501087182647,3000,21882,0.00021882,0.0299903935276492,0.1147607684083426
478,8,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,392.6761440616101,True,False,0.1771933648608042,3000,21881,0.00021881,0.0316977181720406,0.1128817342655842
479,9,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,419.5074268449098,True,False,0.0837523736714634,3000,21868,0.00021868,0.0274914798623746,0.1153282110626926
